line,destination,direction,abs_time
Y-1,Y20,0,360
Y-2,Y07,1,363
Y-1,Y20,0,367
Y-2,Y07,1,371
Y-1,Y20,0,376
Y-2,Y07,1,376
Y-1,Y20,0,383
Y-2,Y07,1,384
Y-1,Y20,0,392
Y-2,Y07,1,392
Y-1,Y20,0,397
Y-2,Y07,1,398
Y-1,Y20,0,402
Y-2,Y07,1,406
Y-1,Y20,0,407
Y-1,Y20,0,414
Y-2,Y07,1,414
Y-1,Y20,0,420
Y-2,Y07,1,420
Y-1,Y20,0,423
Y-2,Y07,1,424
Y-1,Y20,0,428
Y-2,Y07,1,430
Y-1,Y20,0,433
Y-2,Y07,1,435
Y-1,Y20,0,437
Y-2,Y07,1,441
Y-1,Y20,0,442
Y-2,Y07,1,446
Y-1,Y20,0,447
Y-2,Y07,1,450
Y-1,Y20,0,452
Y-2,Y07,1,455
Y-1,Y20,0,456
Y-2,Y07,1,460
Y-1,Y20,0,461
Y-2,Y07,1,465
Y-1,Y20,0,466
Y-2,Y07,1,469
Y-1,Y20,0,471
Y-2,Y07,1,474
Y-1,Y20,0,476
Y-2,Y07,1,478
Y-1,Y20,0,482
Y-2,Y07,1,482
Y-2,Y07,1,484
Y-1,Y20,0,486
Y-2,Y07,1,487
Y-2,Y07,1,489
Y-1,Y20,0,491
Y-2,Y07,1,492
Y-2,Y07,1,494
Y-1,Y20,0,496
Y-2,Y07,1,497
Y-2,Y07,1,499
Y-1,Y20,0,501
Y-2,Y07,1,502
Y-2,Y07,1,504
Y-1,Y20,0,506
Y-2,Y07,1,508
Y-2,Y07,1,509
Y-1,Y20,0,510
Y-2,Y07,1,513
Y-2,Y07,1,514
Y-1,Y20,0,515
Y-1,Y20,0,519
Y-2,Y07,1,519
Y-2,Y07,1,519
Y-2,Y07,1,523
Y-1,Y20,0,525
Y-2,Y07,1,527
Y-2,Y07,1,528
Y-1,Y20,0,529
Y-2,Y07,1,532
Y-2,Y07,1,534
Y-1,Y20,0,535
Y-2,Y07,1,536
Y-1,Y20,0,540
Y-1,Y20,0,545
Y-1,Y20,0,550
Y-1,Y20,0,555
Y-1,Y20,0,562
Y-1,Y20,0,569
Y-1,Y20,0,577
Y-1,Y20,0,585
Y-1,Y20,0,594
Y-1,Y20,0,602
Y-2,Y07,1,602
Y-1,Y20,0,609
Y-2,Y07,1,610
Y-1,Y20,0,615
Y-2,Y07,1,618
Y-1,Y20,0,622
Y-2,Y07,1,627
Y-1,Y20,0,629
Y-2,Y07,1,632
Y-1,Y20,0,637
Y-2,Y07,1,639
Y-1,Y20,0,644
Y-2,Y07,1,647
Y-1,Y20,0,652
Y-2,Y07,1,654
Y-1,Y20,0,660
Y-2,Y07,1,662
Y-1,Y20,0,668
Y-2,Y07,1,669
Y-1,Y20,0,676
Y-2,Y07,1,677
Y-1,Y20,0,683
Y-2,Y07,1,684
Y-1,Y20,0,691
Y-2,Y07,1,692
Y-1,Y20,0,698
Y-2,Y07,1,699
Y-1,Y20,0,706
Y-2,Y07,1,707
Y-1,Y20,0,713
Y-2,Y07,1,714
Y-1,Y20,0,721
Y-2,Y07,1,722
Y-1,Y20,0,728
Y-2,Y07,1,729
Y-1,Y20,0,736
Y-2,Y07,1,737
Y-1,Y20,0,743
Y-2,Y07,1,744
Y-1,Y20,0,751
Y-2,Y07,1,752
Y-1,Y20,0,758
Y-2,Y07,1,759
Y-1,Y20,0,766
Y-2,Y07,1,767
Y-1,Y20,0,773
Y-2,Y07,1,774
Y-1,Y20,0,781
Y-2,Y07,1,782
Y-1,Y20,0,788
Y-2,Y07,1,789
Y-1,Y20,0,796
Y-2,Y07,1,797
Y-1,Y20,0,803
Y-2,Y07,1,804
Y-1,Y20,0,811
Y-2,Y07,1,812
Y-1,Y20,0,818
Y-2,Y07,1,819
Y-1,Y20,0,826
Y-2,Y07,1,827
Y-1,Y20,0,833
Y-2,Y07,1,834
Y-1,Y20,0,841
Y-2,Y07,1,842
Y-1,Y20,0,848
Y-2,Y07,1,849
Y-1,Y20,0,856
Y-2,Y07,1,857
Y-1,Y20,0,863
Y-2,Y07,1,864
Y-1,Y20,0,871
Y-2,Y07,1,872
Y-1,Y20,0,878
Y-2,Y07,1,879
Y-1,Y20,0,886
Y-2,Y07,1,887
Y-1,Y20,0,893
Y-2,Y07,1,894
Y-1,Y20,0,901
Y-2,Y07,1,902
Y-1,Y20,0,908
Y-2,Y07,1,909
Y-1,Y20,0,916
Y-2,Y07,1,917
Y-1,Y20,0,923
Y-2,Y07,1,924
Y-1,Y20,0,931
Y-2,Y07,1,932
Y-1,Y20,0,938
Y-2,Y07,1,939
Y-1,Y20,0,946
Y-2,Y07,1,947
Y-1,Y20,0,953
Y-2,Y07,1,954
Y-1,Y20,0,961
Y-2,Y07,1,962
Y-1,Y20,0,968
Y-2,Y07,1,969
Y-1,Y20,0,976
Y-2,Y07,1,977
Y-1,Y20,0,983
Y-2,Y07,1,985
Y-1,Y20,0,991
Y-2,Y07,1,992
Y-1,Y20,0,998
Y-2,Y07,1,1000
Y-1,Y20,0,1004
Y-2,Y07,1,1006
Y-1,Y20,0,1010
Y-1,Y20,0,1014
Y-2,Y07,1,1014
Y-1,Y20,0,1019
Y-2,Y07,1,1021
Y-1,Y20,0,1024
Y-2,Y07,1,1026
Y-1,Y20,0,1028
Y-2,Y07,1,1032
Y-1,Y20,0,1034
Y-2,Y07,1,1037
Y-1,Y20,0,1039
Y-2,Y07,1,1041
Y-1,Y20,0,1043
Y-2,Y07,1,1046
Y-1,Y20,0,1047
Y-2,Y07,1,1051
Y-1,Y20,0,1053
Y-2,Y07,1,1056
Y-1,Y20,0,1057
Y-2,Y07,1,1060
Y-1,Y20,0,1062
Y-2,Y07,1,1065
Y-1,Y20,0,1067
Y-2,Y07,1,1070
Y-1,Y20,0,1073
Y-2,Y07,1,1074
Y-1,Y20,0,1077
Y-2,Y07,1,1079
Y-1,Y20,0,1082
Y-2,Y07,1,1084
Y-1,Y20,0,1087
Y-2,Y07,1,1089
Y-1,Y20,0,1092
Y-2,Y07,1,1095
Y-1,Y20,0,1096
Y-2,Y07,1,1100
Y-1,Y20,0,1101
Y-2,Y07,1,1105
Y-1,Y20,0,1106
Y-2,Y07,1,1109
Y-1,Y20,0,1110
Y-2,Y07,1,1114
Y-1,Y20,0,1115
Y-2,Y07,1,1119
Y-1,Y20,0,1120
Y-2,Y07,1,1123
Y-1,Y20,0,1125
Y-2,Y07,1,1128
Y-1,Y20,0,1129
Y-2,Y07,1,1133
Y-1,Y20,0,1136
Y-2,Y07,1,1138
Y-1,Y20,0,1141
Y-2,Y07,1,1142
Y-1,Y20,0,1146
Y-2,Y07,1,1147
Y-1,Y20,0,1150
Y-2,Y07,1,1152
Y-1,Y20,0,1155
Y-2,Y07,1,1158
Y-1,Y20,0,1160
Y-2,Y07,1,1163
Y-1,Y20,0,1164
Y-2,Y07,1,1168
Y-1,Y20,0,1169
Y-2,Y07,1,1173
Y-1,Y20,0,1174
Y-2,Y07,1,1177
Y-1,Y20,0,1179
Y-2,Y07,1,1182
Y-1,Y20,0,1184
Y-2,Y07,1,1186
Y-2,Y07,1,1191
Y-1,Y20,0,1192
Y-2,Y07,1,1196
Y-1,Y20,0,1201
Y-2,Y07,1,1203
Y-2,Y07,1,1211
Y-1,Y20,0,1212
Y-2,Y07,1,1220
Y-1,Y20,0,1222
Y-2,Y07,1,1230
Y-1,Y20,0,1231
Y-2,Y07,1,1240
Y-1,Y20,0,1241
Y-2,Y07,1,1250
Y-1,Y20,0,1251
Y-1,Y20,0,1260
Y-2,Y07,1,1260
Y-1,Y20,0,1270
Y-2,Y07,1,1270
Y-1,Y20,0,1280
Y-2,Y07,1,1280
Y-1,Y20,0,1290
Y-2,Y07,1,1290
Y-1,Y20,0,1300
Y-2,Y07,1,1300
Y-1,Y20,0,1310
Y-2,Y07,1,1310
Y-1,Y20,0,1320
Y-2,Y07,1,1320
Y-2,Y07,1,1330
Y-1,Y20,0,1331
Y-2,Y07,1,1340
Y-1,Y20,0,1341
Y-2,Y07,1,1350
Y-1,Y20,0,1351
Y-2,Y07,1,1358
Y-1,Y20,0,1361
Y-2,Y07,1,1367
Y-1,Y20,0,1371
Y-2,Y07,1,1377
Y-1,Y20,0,1379
Y-2,Y07,1,1387
Y-1,Y20,0,1389
Y-2,Y07,1,1398
Y-1,Y20,0,1399
Y-1,Y20,0,1406
Y-2,Y07,1,1406
Y-1,Y20,0,1414
Y-2,Y07,1,1414
Y-2,Y07,1,1422
Y-1,Y20,0,1427
Y-2,Y07,1,1430
Y-1,Y20,0,1438
Y-2,Y07,1,1439
Y-1,Y20,0,1451
Y-2,Y07,1,1451
Y-1,Y20,0,1462
